ID,REVIEW,ENTITY_TAGGED_REVIEW,ENTITY_SENTIMENT
7777,"খুবই ভালো প্রোডাক্ট,আরও নেয়ার ইচ্ছা আছে,থ্যাংক্স...",খুবই ভালো _NE_প্রোডাক্ট আরও আরও নেয়ার আছে আছে থ্যাংক্স ...,2
8053,"এই প্রোডাক্টটা খুবই ভালো, কোয়ালিটিফুল।",এই _NE_প্রোডাক্টটা খুবই ভালো কোয়ালিটিফুল কোয়ালিটিফুল,2
8092,শিশুদের উপযোগী একটি সুন্দর সুপাঠ্য বই...,শিশুদের উপযোগী একটি সুন্দর সুপাঠ্য _NE_বই ...,2
8113,সত্যিই দারুণ একটা বই ছোটদের জন্য।,সত্যিই দারুণ একটা _NE_বই ছোটদের জন্য।,2
8139,ছোটদের জন্য খুব ভালো একটা বই,ছোটদের জন্য খুব ভালো একটা _NE_বই,2
8148,হাজার বছরের প্রেমের কবিতাঅসাধারন একটি বই,হাজার বছরের প্রেমের কবিতাঅসাধারন একটি _NE_বই,2
8155,"হাতের কাজে মিল পাইনি 
প্রডাক্ট ভালো 
সব মিলিয়ে ভালোই বলা যায় ",হাতের কাজে মিল পাইনি _NE_প্রডাক্ট ভালো সব মিলিয়ে ভালোই বলা যায়,2
8161,ফ্রেব্রিক ভালনা। পাজামাটা অনেক পাতলা ও নরমাল,ফ্রেব্রিক ভালনা।পাজামাটা অনেক পাতলা ও নরমাল,0
8175,বইয়ের মান তেমন ভালো না!,_NE_বইয়ের মান তেমন ভালো না,0
8254,বইটি আসলেই অসাধারণ।,_NE_বইটি আসলেই অসাধারণ।,2
8399,সুন্দর একটি বই পড়লেই বুঝবেন ।,সুন্দর একটি _NE_বই পড়লেই বুঝবেন ।,2
8425,ধন্যবাদ বইটির জন্য। উপকৃত হয়েছি,ধন্যবাদ বইটির জন্য। উপকৃত হয়েছি,2
8431,এই দামে আরেকটু ভালো হতে পারতো তবে জিনিস অনেক ভালো।,এই দামে আরেকটু ভালো হতে পারতো তবে _NE_জিনিস জিনিস অনেক ভালো ভালো,2
8443,অর্ডার করছি v নেক টপস।দিছে গোল      গলা।আর  পিকচার  সাথে কোন মিল নেই,করছি করছি v নেক টপস।দিছে গোল গলা।আর পিকচার পিকচার সাথে কোন মিল নেই নেই,0
8478,সত্যিই খুব সুন্দর একটা বই।,সত্যিই খুব সুন্দর একটা বই।,2
8489,"ভালো মানের বই, সংগ্রহে রাখার মতো।",ভালো মানের _NE_বই সংগ্রহে রাখার মতো।,2
8509,সুন্দর বই। নতুনদের জন্য কাজে লাগবে।,সুন্দর বই। নতুনদের জন্য কাজে লাগবে।,2
8517,"প্রিমিয়াম কোয়ালিটি টপ, কালার ভেরিয়েশন আনুন প্লিজ.",প্রিমিয়াম কোয়ালিটি _NE_টপ কালার কালার আনুন প্লিজ প্লিজ।,1
8544,একদম পারফেক্ট জিনিস। দান অনুযায়ী অনেক ভালো মানের কাপড়। মাপ একদমই পারফেক্ট।,একদম পারফেক্ট জিনিস।দান অনুযায়ী অনেক ভালো মানের মানের _NE_কাপড়।মাপ একদমই পারফেক্ট।,2
8602,বইটি আশা করি সবার ভালো লাগবে।,_NE_বইটি আশা করি সবার ভালো লাগবে।,2
8638,বইটা অর্ডার করেছি হাতে পাবার অপেক্ষায়???,_NE_বইটা অর্ডার করেছি হাতে পাবার অপেক্ষায়???,1
8984,ছোটবেলায় পড়া খুব প্রিয় একটা বই,ছোটবেলায় পড়া খুব প্রিয় একটা _NE_বই,2
9052,"অর্ডার দিলাম একরকম আর পাঠাইলেন আরেক রকম এটা হইলো।  বাটপারি কম করে করবেন,,,, ",অর্ডার দিলাম একরকম আর পাঠাইলেন আরেক রকম রকম এটা হইলো।বাটপারি কম করে করবেন,0
