id,review,sentiment,bio_tagged_review
140,অরিজিনাল না ডেটল সাবান দিয়েছে। কোয়ালিটি একদম খারাপ।,0,অরিজিনাল না ডেটল-B সাবান-I দিয়েছে। কোয়ালিটি একদম খারাপ।
141,আসল ডেটল সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,আসল ডেটল-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
142,বেস্ট ডেটল সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,বেস্ট ডেটল-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
143,প্রডাক্ট আশানুরূপ সাথে একটা ফ্রি দেওয়ার জন্য ধন্যবাদ। ডেটল সাবান টা ভালো।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফ্রি দেওয়ার জন্য ধন্যবাদ। ডেটল-B সাবান-I টা ভালো।
144,বাজে ডেটল সাবান দিয়েছে। কোয়ালিটি একদম খারাপ।,0,বাজে ডেটল-B সাবান-I দিয়েছে। কোয়ালিটি একদম খারাপ।
145,ভাঙা ডেটল সাবান দিয়েছে। দারাজকে রিপোর্ট করবো।,0,ভাঙা ডেটল-B সাবান-I দিয়েছে। দারাজকে রিপোর্ট করবো।
146,অরিজিনাল ডেটল সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,অরিজিনাল ডেটল-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
147,খুবই ভালো ডেটল সাবান পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,খুবই ভালো ডেটল-B সাবান-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
148,"ডেটল সাবান টা এভারেজ মানের। খুব ভালোও না, খারাপও না।",1,"ডেটল-B সাবান-I টা এভারেজ মানের। খুব ভালোও না, খারাপও না।"
149,ডেটল সাবান গুলো বেশ ভালোই ছিল।,2,ডেটল-B সাবান-I গুলো বেশ ভালোই ছিল।
150,খুবই ভালো ডেটল সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,খুবই ভালো ডেটল-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
151,সুন্দর ডেটল সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,সুন্দর ডেটল-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
152,দাম অনুযায়ী অনেক ভালো একটা ডেটল সাবান।,2,দাম অনুযায়ী অনেক ভালো একটা ডেটল-B সাবান।-I
153,অরিজিনাল না ডেটল সাবান দিয়েছে। আশা করিনি এমনটা।,0,অরিজিনাল না ডেটল-B সাবান-I দিয়েছে। আশা করিনি এমনটা।
154,খুবই ভালো ডেটল সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,খুবই ভালো ডেটল-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
155,চমৎকার ডেটল সাবান পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,চমৎকার ডেটল-B সাবান-I পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
156,খুবই ভালো ডেটল সাবান পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।,2,খুবই ভালো ডেটল-B সাবান-I পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।
157,মানসম্মত ডেটল সাবান পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,মানসম্মত ডেটল-B সাবান-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
158,অরিজিনাল ডেটল সাবান পেয়েছি। সবাই নিতে পারেন।,2,অরিজিনাল ডেটল-B সাবান-I পেয়েছি। সবাই নিতে পারেন।
159,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি ডেটল সাবান।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি ডেটল-B সাবান।-I
160,মানসম্মত ডেটল সাবান পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।,2,মানসম্মত ডেটল-B সাবান-I পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।
161,ডেটল সাবান টা চলনসই। আরেকটু ভালো আশা করেছিলাম।,1,ডেটল-B সাবান-I টা চলনসই। আরেকটু ভালো আশা করেছিলাম।
162,পুরানো ডেটল সাবান দিয়েছে। কোয়ালিটি একদম খারাপ।,0,পুরানো ডেটল-B সাবান-I দিয়েছে। কোয়ালিটি একদম খারাপ।
163,খুবই খারাপ ডেটল সাবান দিয়েছে। সেলার বাটপার।,0,খুবই খারাপ ডেটল-B সাবান-I দিয়েছে। সেলার বাটপার।
164,ডেটল সাবান গুলো বেশ ভালোই ছিল।,2,ডেটল-B সাবান-I গুলো বেশ ভালোই ছিল।
